Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
UVZ-0603099	UVZC_EV631	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0305066	UVZC_EV632	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0675601	UVZC_EV633	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0497312	UVZC_EV634	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0452083	UVZC_EV635	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0257029	UVZC_EV636	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0232306	UVZC_EV637	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0444021	UVZC_EV638	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0775654	UVZC_EV639	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-05-15T09:42:04Z																																													
UVZ-0169033	UVZC_EV640	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0315586	UVZC_EV641	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0000726	UVZC_EV642	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0887230	UVZC_EV643	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0260361	UVZC_EV644	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0696174	UVZC_EV645	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0332863	UVZC_EV646	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0793869	UVZC_EV647	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0109345	UVZC_EV648	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0832747	UVZC_EV650	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0704956	UVZC_EV651	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0210134	UVZC_EV653	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0432915	UVZC_EV654	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0148117	UVZC_EV656	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0569482	UVZC_EV657	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0151554	UVZC_EV658	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-05-15T09:42:04Z																																													
UVZ-0384878	UVZC_EV659	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0239445	UVZC_EV660	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0739974	UVZC_EV661	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0264937	UVZC_EV662	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0266519	UVZC_EV663	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0611538	UVZC_EV664	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0490009	UVZC_EV665	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0370354	UVZC_EV666	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0771934	UVZC_EV667	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0921830	UVZC_EV669	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0113282	UVZC_EV670	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-05-15T09:42:04Z																																													
UVZ-0599363	UVZC_EV671	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0713353	UVZC_EV673	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0671865	UVZC_EV674	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0019999	UVZC_EV675	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0906425	UVZC_EV676	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0230102	UVZC_EV678	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0150141	UVZC_EV679	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0417089	UVZC_EV680	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0948740	UVZC_EV681	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0414154	UVZC_EV682	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0751018	UVZC_EV687	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																	Mittelmeer																												
UVZ-0175726	UVZC_EV688	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																	Adria																												
UVZ-0023301	UVZC_EV689	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0072013	UVZC_EV690	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0215546	UVZC_EV691	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0925761	UVZC_EV692	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0952073	UVZC_EV693	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0563687	UVZC_EV694	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0411113	UVZC_EV695	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0807403	UVZC_EV696	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0349162	UVZC_EV697	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0606002	UVZC_EV698	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0393238	UVZC_EV699	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0223668	UVZC_EV700	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:54:12Z																																													
UVZ-0311581	UVZC_EV701	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0092586	UVZC_EV702	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0051098	UVZC_EV703	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0259346	UVZC_EV704	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0502010	UVZC_EV705	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0995873	UVZC_EV706	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0954794	UVZC_EV707	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0760472	UVZC_EV708	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0834939	UVZC_EV709	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0513910	UVZC_EV710	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0396927	UVZC_EV711	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0154620	UVZC_EV712	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0637743	UVZC_EV713	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0660939	UVZC_EV714	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Baden																												
UVZ-0604152	UVZC_EV715	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0997091	UVZC_EV716	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Kristineberg																												
UVZ-0102271	UVZC_EV717	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0851369	UVZC_EV718	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0667054	UVZC_EV719	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Dalmatien																												
UVZ-0304153	UVZC_EV720	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Neudegg																												
UVZ-0790234	UVZC_EV721	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0694128	UVZC_EV722	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Sebenico																												
UVZ-0492994	UVZC_EV723	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0440727	UVZC_EV724	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0490059	UVZC_EV725	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Kulpa | Brasilien																												
UVZ-0891639	UVZC_EV726	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Save																												
UVZ-0455412	UVZC_EV727	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Krain																												
UVZ-0261414	UVZC_EV728	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0332530	UVZC_EV729	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Kr.																												
UVZ-0356167	UVZC_EV730	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0950196	UVZC_EV731	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Spanien																												
UVZ-0139704	UVZC_EV732	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Afrika																												
UVZ-0479978	UVZC_EV733	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0447496	UVZC_EV734	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0269846	UVZC_EV735	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Cylon																												
UVZ-0150256	UVZC_EV736	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0016975	UVZC_EV737	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Mittelmeer Patras																												
UVZ-0147321	UVZC_EV738	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0870723	UVZC_EV739	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0709308	UVZC_EV740	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0027527	UVZC_EV741	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0047367	UVZC_EV742	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0190900	UVZC_EV743	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	7burg																												
UVZ-0849644	UVZC_EV744	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Cettina																												
UVZ-0927426	UVZC_EV745	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0992887	UVZC_EV746	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0097616	UVZC_EV747	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Garda																												
UVZ-0782756	UVZC_EV748	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0937978	UVZC_EV749	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0126520	UVZC_EV750	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0345547	UVZC_EV751	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Kr[ain]																												
UVZ-0199022	UVZC_EV752	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0861513	UVZC_EV753	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Brum																												
UVZ-0137071	UVZC_EV754	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0026451	UVZC_EV755	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0848161	UVZC_EV756	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0000472	UVZC_EV757	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0584688	UVZC_EV758	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Krain																												
UVZ-0568606	UVZC_EV759	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0141416	UVZC_EV760	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0641305	UVZC_EV761	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0797166	UVZC_EV762	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Ind[ischer] Ocean																												
UVZ-0105604	UVZC_EV763	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
